"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Grenada","GRD","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","873","873","873","873","873","871","871","871","883.3","883.3","877.2","865.4","855.6","769","878","911.1","906.3","908.2","907.6","894","1044.4","900","949.3","949.3","951.2","980","1000","1008","1003.9","992.3","1113.2","1021.2","989.7","991.4","983.3","1000","1000","1003.5","1003.6","1003.3","1000","996.9","1000","1000","984.4","1000","1000","1003","1009","1008.8","1011.5","1028.6","1000","995.2","1002.8","997.4","997.4","1000","1000","1000","",
"Greenland","GRL","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","822.1","871.5","856.3","912.5","960.5","901.6","875.7","1010.5","1046.9","1175.5","1142.3","1210.9","1631.6","1421.8","1639.8","1330.3","1323.3","1514.3","1760.4","1448.8","1524.1","1707.8","1874.3","1613.1","1659.6","1779.4","1608.8","1885.2","2042","1997.6","1810","1839.6","1813.6","1894.5","1912","1785.7","1491.9","1682.2","1741.2","1776.4","2038.8","2017.2","2053.7","2117.1","2311.8","2514.1","2305.8","2010.6","1983.3","1996.6","2000.4","2036.7","2082.4","2092.4","2115.7","2152.3","2153.3","2153.3","2167.4","2197.1","",
"Guam","GUM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2013.8","2217.1","2017.9","2010.6","2052.9","2030.8","1898.5","1531.3","1688.9","1887.2","1821","1971.2","1821.1","2421.4","2173.2","1760.5","2577.5","2633","2651.9","2953.3","3116.3","3060.8","3221.5","3078.7","3261.5","3247.1","3189.2","3006.5","3320.7","2980.4","3285.6","3438.1","3258.4","3664.2","3899.1","3958.1","3964","4003.3","3791.1","3799.2","3947.9","4084","4155.5","4216.6","3861.4","4523","4222.2","4161.5","4345.5","4165.4","4344","4465.4","4936.6","3394.6","3567.3","3515.3","3619.6","5693.9","3797.7","3665.9","",
"High income","HIC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2126.02985627808","2303.42322936206","2384.14926911061","2324.08847822099","2518.101449172","2556.97401064595","2641.47379955773","2701.54908384108","2819.34184007219","2720.25548251426","3090.9660571415","3138.00664871607","3109.89041220044","2889.62024321157","3056.55178180108","3074.03421384376","3183.22259591534","3496.35081168327","3529.60257591792","3296.05650078426","3506.63434638352","3638.49735358181","3227.48949616546","3827.15140156004","3923.13727400352","3913.05200613824","3889.54120610942","3525.71727293539","3897.68322453421","4090.41573645441","4070.14211283686","4203.75440554771","3857.97958653897","4380.23328466802","4053.33384189458","4391.91441385238","4415.77062393005","4594.94215778929","4650.13155981771","4597.37032925323","4578.62354424871","4536.79906845299","4448.75340454281","5267.77100959395","4893.77203314037","4833.66276578293","4895.9651209855","5103.43604204389","5280.5554754892","5217.07800514632","5278.4710809248","4859.19191118594","5583.09583413441","5850.9251288063","5674.06463916327","6153.15339887333","6079.84774766235","5882.40662078474","5930.21723229321","5928.0043381775","",
"Hong Kong SAR, China","HKG","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2016.8","1720.1","1840.8","1396.2","2436.2","1756.3","1933.1","1778.7","2365.4","2366.9","2288.8","2056.8","2226.5","1615.9","1792.4","1886.3","1882.7","1881.7","1515.2","2121.2","1500","1538.5","1333.3","2181.8","2500","2200","1250","3000","3000","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1051.2","1077.6","1102.4","1129.2","1156.9","1211.6","1209.4","1209.3","1209.1","1209.2","1209.5","1210","1140.2","1215.3","1093.4","1000.7","924.8","952.2","1000.2","1131.7","1377","1282.3","1442.3","1343.8","1433","1363","1563.2","1289.4","1424.6","1468.5","1316.9","1328.5","1328.6","1310.8","1540.4","1579","1570","1089.9","1170.2","1368.1","1447.1","1341.8","1533.4","1388.1","1506.5","1522.3","1682.7","1680.5","1727.2","1660.3","1711.5","1646.9","1667.9","1854.7","1821.3","1890.9","1863","1851","1868.6","1890.1","",
"Heavily indebted poor countries (HIPC)","HPC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","811.445957494488","820.299948057564","808.639785010719","842.803295830381","821.632603186044","830.306321444563","868.164149161583","857.250714808583","885.732595807654","842.843672839006","851.783896207639","847.879821367981","879.729891050453","906.472244512588","953.91209425746","930.903481133867","904.678399772193","936.929001122637","933.429881978465","917.915653636821","945.153235176012","936.014981890774","923.003042435818","925.824694761241","1006.98774140031","983.517137752392","964.764939740052","994.924194165358","988.019795531401","906.70914060454","947.445409802428","850.228565501082","1006.6975679602","901.206127608902","995.06758059855","1059.32055460874","1014.54831024936","1033.72367783247","1088.3650323295","1021.83335041949","1075.39650003697","1104.95050294861","1069.94620199693","1086.77856734108","1137.07021038672","1204.08544272101","1215.5919620273","1213.5698697909","1336.84058825261","1367.94601402381","1321.22690083773","1364.36370735731","1301.58257171575","1347.39697182458","1401.40510891517","1352.34220008138","1414.83769039019","1440.07109318886","1467.14190141082","1491.22843921806","",
"Croatia","HRV","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3972.1","4255.7","4136.9","4365.7","4507.8","5007.9","4669","4604.2","4114.8","4840.3","5316.2","3601","5408.9","5592.8","5420.2","4558.1","6639.1","6109.8","5456","5220","4573.6","5444.9","6027.7","5695","6665.5","5704.8","7055.6","7157.3","6992.4","",
"Haiti","HTI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1031","1043","1055.2","1056.6","1071.7","1075.8","1091.9","1049.7","1112.5","1097.3","1117","1148.7","1066.4","1175.4","1117.7","1238.9","918.8","803.9","964.6","1016.2","1046.7","1039.6","1044.3","1041.1","1009.7","991.2","969.7","957.7","972.3","1026.7","987.7","976.1","949.2","923.9","925.8","974","1004.1","913.6","969.4","931.8","826.5","920.4","920.8","933.8","956.8","962.9","959.8","961.1","994.6","977.4","982.2","1077","1059.9","953.8","934.4","1021.8","1073.3","842.2","1599.3","1271.7","",
"Hungary","HUN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1857.5","2042.3","2041.6","2111.7","2320.6","2401.7","2491.5","2576.3","2986","2538.2","3132","3339.8","3593.6","3825.8","3902.7","3686.2","4106.5","4460.4","4131.9","4806.1","4619.6","5177.9","4734.3","5401.2","5158.8","4960.8","4980.3","5224.6","5472.8","4520.8","5486.2","3646","3085.3","3968.8","4064.1","3999.6","4785.7","4554.2","4706.2","3632.7","4884.9","3963.2","3038.9","5589.9","5526.6","5097.3","3492","5800.2","4715.2","4719","5105.1","3761.1","4831.5","5897","5243.4","6486.6","5835.5","6286.2","6365.8","6659.1","",
"IBRD only","IBD","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1138.7582763561","1174.72733687487","1206.53038177195","1209.91399364788","1166.14943932258","1187.0273491978","1280.01142284562","1281.55057703614","1316.7003802199","1381.85149033959","1444.50281459986","1431.00115905653","1442.40550952105","1460.10018187605","1543.88254805816","1568.63365870446","1599.57993198641","1661.06512635851","1591.50879176045","1688.44403424299","1770.67681676132","1799.63280815176","1834.30600034556","1914.76365158523","1941.37762049434","1960.6959704679","1953.94428775212","2073.85890336168","2142.05436751523","2152.38419022358","2766.86740690662","2580.35384393261","2648.91541185805","2620.76006162339","2675.7141033431","2777.54325996482","2879.57812723577","2911.62357622626","2959.19749441726","2860.34696885055","3010.4266538823","2994.73081453725","3025.69144736154","3156.98358587082","3167.17278289502","3232.2692581772","3276.79874810539","3500.60298322713","3427.92782045892","3509.96798109378","3683.8689133049","3690.63541533445","3836.42983404637","3885.54907787236","3936.91242314057","3993.81921914782","4135.17219598054","4141.80260931591","4244.4691641905","4178.61853391485","",
"IDA & IBRD total","IBT","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1107.57230704427","1134.2562870681","1165.203956985","1168.80430455029","1128.80971102849","1136.37102797896","1225.50754120744","1236.35413412809","1258.59031572404","1308.06747054557","1356.71046062389","1354.09210586296","1361.84582229935","1396.63617822804","1473.3714704509","1481.95017902203","1515.65336416873","1571.12954439038","1520.10402609263","1616.10734307328","1702.07630815798","1715.86220954912","1746.46893232554","1792.24323176727","1826.15484118777","1836.68809455329","1814.62931151735","1921.09802666369","1957.93198923996","1952.94172471333","2478.50331529409","2371.78133746374","2427.43345338682","2379.64384994619","2433.29349410702","2526.35931842801","2597.08187026322","2624.83416439255","2675.6779758968","2607.5285826075","2733.80400950115","2717.53924174765","2725.23767358429","2844.570416913","2854.95359590231","2916.56587321559","2961.26607285678","3125.43095863293","3109.54597999378","3135.19454187211","3281.16162116033","3263.09384067941","3350.43077329142","3390.36226184887","3461.70418866924","3460.61123544782","3594.61897655706","3578.07660488605","3675.90101783462","3639.89228272376","",
"IDA total","IDA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1007.51796343417","1007.15171142138","1035.87203737509","1040.08689017411","1015.21351884712","972.390636376182","1054.32118308074","1089.15915386644","1082.53889951273","1080.60490523178","1076.22739779423","1099.74780762935","1102.79461550513","1191.48640211114","1239.40486366436","1198.8183315645","1236.9623759462","1267.96016436456","1275.98598166601","1375.26500079436","1463.22357904577","1433.74658388584","1447.119070997","1386.03672160084","1458.04142879447","1462.69885678851","1402.37696635153","1474.91178748572","1450.45724789414","1417.22114945867","1422.53672744516","1423.90178466815","1499.69742900578","1419.53075601209","1502.14601655304","1558.83998626747","1513.1188018299","1578.60245384177","1656.13338281359","1686.92073444823","1714.30639082331","1737.415908982","1735.78075427135","1772.6573620001","1836.72965013864","1906.9161407809","1941.47402162254","1942.83825761384","2071.01643313347","2029.48335997058","2023.72807051189","2008.32071181593","1958.5498559266","2006.30154157403","2062.00296327933","1990.79629244219","2067.17504756456","2045.56864712371","2108.84667135051","2126.36703582105","",
"IDA blend","IDB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","826.17987796026","841.494333475313","839.591596356114","817.502833139737","802.63538558992","759.61848414197","851.533763860848","917.928990826878","891.686478759802","962.611734131576","974.113256133925","1041.88847975432","968.607726748387","1177.12133399152","1212.02910608324","1144.03562169958","1269.66948264065","1237.06943013675","1312.3443025817","1346.04877773543","1626.09742868522","1572.66446073642","1507.40521352881","1364.06555239261","1475.00122957887","1512.4288488855","1371.88299899248","1505.77768727186","1494.90293774751","1431.97260673549","1393.75684350075","1442.53934283328","1480.24079190317","1426.62259739776","1516.01014406341","1551.00262682344","1525.14222878014","1622.91357073915","1649.91635310987","1681.20051179674","1692.830854507","1699.20336973041","1762.64897179058","1841.97933349512","1897.69056915649","1924.21226036797","1948.34692872103","1978.79547337451","2090.46877933755","2022.41383661797","2042.21873367167","2054.91821946106","2048.60692122655","2147.20869667412","2114.79609790972","2073.51955133306","2085.80137755869","2002.4500042907","2056.87665238244","2093.54581289378","",
"Indonesia","IDN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1541.7","1553.5","1501.9","1512.8","1559.8","1514.3","1549.3","1808.5","1944.1","2000.8","2081.7","2152.4","2127.2","2280.3","2307.3","2472.6","2424.5","2493","2622.4","2865.7","3022.1","3332.1","3320.3","3379.4","3513.3","3476.2","3604.7","3568.3","3778.6","3800.2","3862.1","3817.1","3916.3","3865.5","3842.8","3944.9","4011.4","3816.9","3895.7","4026.4","4044.9","4169.5","4248.1","4274.5","4311.3","4365.8","4413.9","4703","4808.7","4872.4","4891.3","5086.8","5087","5099.1","5313.8","5158.7","5122.3","5244","5205.4","5279.6","",
"IDA only","IDX","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1097.21486665872","1087.95106661707","1130.27896858445","1150.08859579024","1126.05743015122","1074.41098944791","1152.56523420859","1177.01955891501","1193.33229942383","1142.95082136831","1129.62171299363","1126.4567173852","1175.85610770246","1198.62000144165","1251.6145626907","1224.66281036117","1223.04474094218","1280.69286241289","1260.97448082235","1387.7356669516","1401.28425087247","1379.02470581972","1422.17268318947","1395.79694619","1450.36043546504","1437.45900908369","1418.1228858005","1459.86900004423","1428.50481688914","1409.7374712151","1438.03415610847","1414.00580998073","1509.70013611577","1415.84995348755","1495.03062406495","1562.77268688023","1506.98597188361","1556.55254088849","1659.15245498499","1689.73895062592","1723.91964998899","1754.66098193921","1724.01056009557","1740.9510196465","1809.73728082152","1898.99348016714","1938.36148629501","1927.58653038656","2063.66156779296","2032.10784054299","2016.82027810731","1992.47329600474","1928.74695740708","1958.75173655834","2042.71559527422","1960.47329714328","2060.33068834498","2061.1346960549","2127.76201721","2138.29797277422","",
"Isle of Man","IMN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","947.3","929.7","965.8","993.6","854.4","864.2","993.7","1036.6","1053.7","1134.8","1136.1","1107.8","1152.8","1074.5","1260.8","1198.7","1331.1","1370.2","1222.3","1350","1398.8","1346.4","1564.4","1563.8","1592.2","1585.4","1583.7","1775.8","1916.4","1891.2","1926.3","2024.8","2084.9","2115.5","2111.7","2181","2228.6","2248.4","2313.7","2294.2","2423.1","2187.3","2399.4","2350","2411.6","2446.5","2583.3","2637.9","2580.8","2676.4","2860.7","2963.5","2969.9","2960.4","2856.7","3008","3121.3","3278.1","3404.9","3282.8","",
"Not classified","INX","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3141.5","3330.8","3125.6","2929.2","3111.2","3270","3563.8","4002.5","3920.2","3633.8","4090.2","3846.7","3690","4140.7","4070.2","3581.5","4920.8","4558.6","4778.7","4650.5","4771.1","5279.3","5035.9","6179.4","5238.2","5363","6286.3","6411","5996.3","6577.4","6521","6741.2","5728.1","5988.3","6578.7","7322","6297.1","6236.6","6985.7","7795.7","7580.9","6567","7100.7","8077.8","6904.7","7465.2","7188.8","7644.9","6887.2","7456.3","8441.5","6741.2","7802.1","8471.4","9008.2","8222.8","8783.6","6839.5","8505.2","7124.8","",
"Iran, Islamic Rep.","IRN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","849.9","883.6","857.4","850.2","882.1","883.6","879.8","875.1","884.2","884.7","821.9","917.9","924.8","908","1052.9","1220.4","1143.4","1200.6","1234.9","1066.9","1020.9","1196.8","1092.8","1201.3","1223.3","1357","1302.7","1287.1","1140.3","1445.3","1611.5","1706.6","1773.4","1817.4","1909.1","1849.2","1857.3","2160.8","2049.7","1835.1","1932.6","2272.9","2383.4","2417.1","2301.2","2391.8","2454.3","1720.9","1997.2","2173.5","1713.7","1745.4","1847.1","2051.5","2231","2653.3","2058.3","2053.8","2079.3","2140.8","",
"Iraq","IRQ","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","905.8","951.4","787.8","747.8","808.9","780.2","830","1196.1","1142.8","1012.2","1078","1443.1","941.7","893","679.4","974.3","962.3","772.7","767.6","825.9","902.2","876.9","734.9","1015.9","985.1","821.2","891.7","1052.2","920.9","1061","799.6","755","706.1","792.5","801.2","899.7","799.9","864.8","590","363.2","692.7","1306.4","1209.8","1191.6","948.1","1329.2","1264.8","1403.5","1774.5","1697.1","1798.5","2318.9","2214.8","2048.1","2693.5","3075.3","2747.8","2675.8","2586.4","2549.6","",
"Iceland","ISL","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3186.9","3212.6","3523.8","2600","3590.9","4858","",
"Israel","ISR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1108","1160.1","1056.5","2044.4","1852.8","1052.7","2060.8","1481.3","1348.4","1186.3","1791.6","2642.5","2278","2353.8","2179.7","1790.8","1911.2","1530","1249.7","2316.6","1954.7","1669.5","3261.2","1638.9","2240.5","2460","3566.7","2846.6","2776.5","3486","2644.1","3266.9","3014.9","1885.6","3133.7","2797","1969.2","2470.1","1668.4","2443.3","2454.8","2689.5","3306.5","3066.7","2951.9","2398.5","2752.1","2438.8","3174.1","3037.6","3669.3","4299.5","4177.1","4910.1","4978.9","4834.9","3195.9","2461.1","3623.4","3816.8","",
"Italy","ITA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2181.5","2225.3","2115.2","2243","2399.3","2399.8","2628.8","2527.1","2676.1","2754.7","2963.1","2926.8","2983","3157","3302","3206","3198.7","3437.5","3435","3521.1","3686.7","3585","3526.6","3927.2","3739.3","3855.4","3920.1","3807","3702.7","3944.9","4366.3","4707.4","4850.9","4675.3","4667.4","4948.3","4747.6","5078.2","5047.4","4993.9","4821.4","4959.2","4307.2","5444.4","5361.4","5316.1","5174","5353","5086.9","5322.5","5677.2","5315.1","5264.6","5717.5","5402.2","5599","5174.8","5350.8","5336.2","5626.5","",
"Jamaica","JAM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","868.3","1042.2","1105.7","1227.3","1244.8","1065.8","1221.2","932.9","1236.4","1368","1282.8","1106.2","1158","1552.6","1871.1","1844.4","2156.8","1699.7","1560.1","1785.2","1655.2","1569","1907.9","2041.5","1856.8","1359","1355.8","1603.1","1295.7","1115.7","1285.1","1493.5","1572.8","1405.8","1362.3","1374.5","1159.8","1149.6","1220.5","1146.8","1209.1","1179.8","1230.3","1185.4","1255.9","1228.9","1222.2","1294.2","1315.7","1266.8","1356.5","1282.8","1200.3","1138.7","1143.1","1090.3","1162.5","1148.2","1125.8","1114.3","",
"Jordan","JOR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","550.7","381.7","353.5","1010.7","1024.6","446.3","758.8","395.9","910.4","226.5","657.3","864.2","425.2","915.4","363.7","422.9","432.6","369.1","151.3","932.7","477.8","478.6","829.2","538.1","615.2","617.7","918.6","1010.6","914.5","1220","985.5","1294.6","1441.8","1376.9","1283.8","1469.6","1021.8","1182.8","3011","1728.3","1373.6","1294.2","1417.9","1310.7","1524.5","966.7","1049.4","1145.1","1244.1","1962.6","1904","1556.3","1660.2","1455.4","1518.7","1800.5","2039.4","1524.3","1641.8","1710.2","",
"Japan","JPN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","4173.5","4339.6","4224","4318.4","4398.2","4509.3","5136.6","5227.3","5072.2","5125.4","4917","5507.2","5748.1","5630","5933.3","5276.2","5931.6","5897","5705.6","4843.2","5206.9","5308.4","5300.5","5957.7","5847.2","5898.9","5683.5","5469.2","5673.7","5846.3","5415.6","5876.7","4429.4","6448.6","6003.2","6154.5","6061.5","5809.5","5998.9","6256.6","6107","6085.5","5451","5942.3","6154","5852.4","6062.1","6262.4","5919.5","5853.7","6010.6","6248.5","6281.4","6325.1","6316.7","6253.4","6284.5","6404.7","6539.5","6050.3","",
"Kazakhstan","KAZ","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1338.4","988.5","839.3","580.7","722.5","876.1","561.1","1303.8","942.5","1216.6","1145.7","1077.5","884.3","998.2","1170.9","1326.9","1011.3","1253.1","804.1","1688.6","865","1164.9","1172.7","1278.1","1347.7","1355","1359.2","1154.2","1288.3","",
"Kenya","KEN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1244.7","1206.7","1249.7","1199.6","1143","1139.9","1235.3","1286.7","1303","1278.2","1270.2","1286.5","1306.3","1352.2","1396.8","1582.8","1550.8","1409.5","1282.7","1241.7","1561.6","1962.7","1675.9","1343.1","1633.8","1886.2","1568.5","1745.6","1723","1561.8","1712.4","1661.1","1461.2","1918.2","1753.1","1402.6","1397.2","1590","1427.7","1375","1639.6","1488.3","1594","1805.7","1646.1","1646.4","1773.1","1417.5","1242.8","1710.1","1514.6","1744.8","1661.5","1583.4","1772.7","1383.1","1425.9","1709.1","1607.8","1806.2","",
"Kyrgyz Republic","KGZ","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2782.6","2471.6","1813.2","1630.8","2158.2","2373","2493.5","2483.6","2669.3","2866.9","2665.4","2774.2","2876.5","2677.9","2550.6","2512.9","2380.2","3034.2","2610.5","2603.1","2367.1","2904","2276.2","2999","3104.2","3093.4","3162.2","3233.9","3260.4","",
"Cambodia","KHM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1126.5","917.8","1194.7","1183.7","1063.9","1106.1","1219.9","1397.2","1280.7","1589.8","1445.5","1378.9","1285.1","1146.3","1199","1113.7","1016.9","1014.1","716.1","1179.8","1123.4","1193.3","1253.5","1281.1","1239.3","1371.7","1314.2","1355.2","1427.2","1362.1","1390.6","1315.9","1301.2","1481.1","1778.9","1800.9","1761.4","1777","1933.5","2133.6","2092.6","1922","2160.6","2024.8","2508.7","2533.1","2677.3","2804.8","2938.6","3015.7","3021.5","3177.8","3253.8","3313.9","3378.1","3510.9","3613.7","3702.4","3759.7","3851.2","",
"Kiribati","KIR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3197.2","2794.1","2928","3248.8","3036.7","3537","3265.4","3190.6","3764.8","3720","3871.7","3885","4056.9","4077.1","4407.1","4859.6","5239.7","5667.6","5727.9","4055.9","5173.4","5416.6","5529.1","5715.7","5798.5","5876.2","5585","6142","6086","5853","5639","5937.6","5322.1","5872.1","5765.3","6403.1","6602.9","6030.7","6314.1","6379.5","6465.6","6017.1","5786.9","6427","6302.3","6299.9","6035.3","6630","6745.3","6202.2","6292.7","6135.8","6479.2","6618","6814.9","6792.7","6678.3","6607.5","6538.4","6211.8","",
"Kuwait","KWT","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","1500","1666.7","2000","2000","2000","2666.7","2250","2000","2133.3","2076.9","2977.3","3125","3188.4","3059.3","3060.6","3046.9","3019.5","5260.6","5672.1","5552.8","5274.7","3577.4","3652.7","2930.5","5956.5","4602.3","9148.1","6738.8","6496.2","6118.4","4922.3","4470","5611.2","5844","7329.6","10253.4","6188.9","6423.2","8717.7","10498.9","9235.8","7978.4","10805.2","14171.5","13782.5","17975.1","21865.5","6543.9","5220.5","5656.2","10483.2","17620.4","10318.2","",
"Latin America & Caribbean (excluding high income)","LAC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1280.99748529481","1347.17692032857","1315.96856529674","1391.81572512684","1366.94445920307","1365.93231908018","1433.39087473493","1345.85697735986","1419.2480798672","1536.29618190313","1496.33486526312","1443.75092305423","1620.34480796067","1667.25593547506","1634.51621368387","1644.40340472089","1693.0747652523","1716.54229779708","1720.63357646171","1796.3491104284","2000.86815212954","1987.31935417334","1984.77579316407","2091.96564688863","2134.95928434195","2020.69989617871","2082.70129847348","2066.59237748286","2071.31341100895","2056.28594009132","2104.76374653964","2389.5689932724","2496.50485856363","2392.89382932228","2528.87477484205","2472.31979568358","2623.22589908783","2807.50638162135","2775.07589953299","2813.70599610333","3010.71492909801","2899.91878225569","3156.78779420261","3138.08973587886","3153.85941964128","3213.55808758593","3509.55090475452","3631.94912222236","3302.89396346059","3831.86900389231","3779.68852549391","3957.21781276601","4148.55242260476","4159.08813204688","4345.46772088244","4161.65097077124","4689.90140045814","4357.5550783542","4868.17567003403","4737.27713006778","",
"Lao PDR","LAO","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","884.1","877.1","877","812.5","819.5","820.8","855.2","1188.1","1357.6","1365.7","1229.9","1240.6","1338.7","1327.9","1343.8","1248.6","1242.3","1241.7","1252.4","1422.3","1530.2","1466.8","1563.9","1982","2069.2","2221.2","2192.9","1873.7","2311.1","2268","2186.6","2611","2242.8","2555.2","2492.7","2523.3","2719.1","2687.6","2899.8","3017.7","3094.4","3244.5","3116.7","3261.4","3577.2","3634.4","3837.3","4015.5","4170.1","3831.5","4043.3","4081.7","4195.6","4507.8","4608.2","4626.7","4497.7","4504.2","4513.3","4737","",
"Lebanon","LBN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1067.5","1163.1","1161.9","956","829.8","1067.2","1072.4","746.6","801","932.8","871.5","1222.1","1073.6","1416.5","1253","967","1123.1","1023.5","913.5","1168.9","1261.5","1252.9","1128.4","1192.5","1338.9","1501.5","1824.6","1838.9","1960.8","1878.3","2024.9","2099.9","2154.6","2067.9","2568.9","2449.7","1639.1","1943.3","1738.3","2414.9","2911.7","2467.5","2372","2727.6","2703.1","2684.8","2189.7","2687.7","2618.9","2624.9","2763.2","2889.3","2981.5","3386","3268.7","3155.5","2898.5","2966.5","3117.6","3100.1","",
"Liberia","LBR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","575","571.4","523","509.8","525.3","1060.2","1059.7","1085.7","1108.8","1233.8","1234.6","1235.3","1236.3","1233.8","1199","1225","1242.7","1257.7","1238.8","1233.5","1281","1352.4","1230.3","1286.7","1252.5","1235.5","1262.3","1276.6","1166.1","1028.6","909.1","916.7","1083.3","1111.1","1124","1249.3","1245.6","1293.4","1277.2","1278","1115.4","916.7","833.3","916.7","1290","1261.5","1448.8","1553.4","1183.5","1178.6","1173.1","1285.3","1250.1","1172","1129.1","1073.2","1059.5","1083.6","1098","1125","",
"Libya","LBY","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","214.7","221","255.3","235","341.9","319.9","292.4","242.3","326","219.6","229.8","581.1","627.1","398","472.4","463","286.8","435.4","351.7","386.9","550.2","769.6","756.9","579.9","595","672.1","620.8","659.9","665.7","674.5","701","702.1","696.5","676.2","679.1","678","836.9","705.7","652.1","637.7","619.4","632.3","620","620","622.8","622.6","623","621.7","634.1","669.9","664.5","679.3","663.8","666.8","665.3","669.9","680.9","694.5","676","672.4","",
"St. Lucia","LCA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1250","1250","1250","1500","1250","1500","1500","961.5","892.9","840","714.3","750","632.7","700","700","700","700","700","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
